   5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010    
   5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010    
   5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010    
   5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010    
   5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010    
   5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010    
   5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010    
   5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010    
   5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010    
   5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010       5.40000010    
